Store_0,Store_1,Store_2,Store_3,Store_4,Store_5,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Month,Season_0,Season_1,Season_2,Lag_1,Lag_2,Lag_3,Lag_4,Original_Store,Original_Date
0,0,1,0,0,1,0,0.016599128457413303,0.9209520030943512,-0.9729411342388565,0.8446880468973983,9,1,0,0,0.15264742298404096,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,18,2011-09-23
0,0,0,1,0,0,0,-0.9984512744527243,-0.3822768493173942,1.1421239092786293,-0.301615726845848,12,0,1,0,1.3548462188679027,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,2,2011-12-09
0,0,1,1,0,0,0,0.6306285477767148,2.4631061451149163,-1.1081878220054848,1.8802378328393636,10,1,0,0,0.5537865368706745,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,28,2012-10-12
0,0,1,1,0,1,0,-1.0098624406524637,1.0469307921608195,0.4108467800320267,0.47603548750170904,3,0,1,1,-1.5889027855111972,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,45,2012-03-02
0,0,1,1,1,0,0,-0.13283280987250526,0.7276397233199424,1.2203340043498703,-1.4866833963195418,3,0,1,1,-1.5889027855111972,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,5,2012-03-09
0,0,1,1,1,1,0,0.37197544724929266,-1.1424936798909124,1.0178416316700554,-0.3791435183067437,4,0,1,1,-1.5889027855111972,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,3,2010-04-16
0,0,0,0,1,1,1,1.5359143996226947,0.8601346566484698,1.231361170993865,-0.9946192505167124,9,1,0,0,-0.3569214573580394,-0.22199392052153177,-1.2577473100500076,-1.1314799610755144,21,2012-09-07
0,0,0,0,0,1,0,0.7273517660411712,-1.029547179348561,-1.0666132150605594,0.23316781425176092,9,1,0,0,0.7145602755822794,0.689027968802682,0.6926580564364561,-1.1314799610755144,24,2010-09-03
0,1,0,0,0,0,0,0.20080795425320386,0.9709091091034684,-1.1635612919529632,2.182437999554284,4,0,1,1,-1.5889027855111972,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,34,2011-04-22
0,1,0,0,0,1,0,-0.14424397607224454,-0.6885356296341544,0.9724135409040757,0.4530935900285869,2,0,1,0,-1.5889027855111972,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,36,2011-02-18
0,1,0,0,1,0,0,0.858308482904846,-1.0577838044841488,0.20683213113501875,0.8518079461131938,6,0,0,1,-1.5889027855111972,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,14,2010-06-04
0,1,0,0,1,1,0,-0.7066514530593923,0.8362421276875874,-0.9705028231924943,0.03460173612232264,11,1,0,0,-1.5889027855111972,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,15,2011-11-11
0,1,0,1,0,0,0,-0.4806016845312247,-0.973073929077385,0.9481943287470591,0.2695584102436095,12,0,1,0,-1.5889027855111972,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,31,2010-12-24
0,1,0,0,1,1,0,-1.093544326117218,1.7571905167252206,-0.9361607360087015,0.25927411137634787,4,0,1,1,-0.5951629950837389,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,15,2012-04-06
0,0,0,0,1,1,0,-0.29584946986878,0.27150962497583164,1.0176346260538802,0.1627599220066613,3,0,1,1,-0.5568271053766572,-0.23189837826035448,-0.10100426646408976,-1.1314799610755144,21,2011-03-11
0,1,0,1,0,1,0,0.8126638181058888,0.42138094300318224,0.6129425865532221,0.03934833559952053,8,0,0,1,-1.5889027855111972,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,32,2012-08-03
0,1,0,1,1,0,0,-1.6679063581707594,0.6603062326120019,-1.0320620570395664,-2.405941495070164,4,0,1,1,-1.5889027855111972,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,23,2011-04-01
0,1,0,1,1,1,0,0.11495251332183255,-0.056469636214458094,1.1322342987804275,0.03460173612232264,11,1,0,0,-1.5889027855111972,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,1,2011-11-18
0,1,0,0,1,0,0,0.3350250043168034,1.1164363309561127,0.4320636520493875,0.5891627750415882,5,0,1,1,2.2059199182935036,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,14,2012-05-18
0,1,1,0,0,0,0,-0.5528724037962398,1.03172645554935,-1.1072362257677226,-1.2556822217625863,5,0,1,1,-1.5889027855111972,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,17,2012-05-11
0,0,0,0,1,1,0,-0.5202690717969848,-0.38010480123004153,1.1476986120838488,-0.301615726845848,12,0,1,0,-0.3631162495015786,-0.4204557497795726,-0.11078021898915287,-0.0006086040544875488,21,2011-12-16
0,1,1,0,0,1,0,1.3593130179600637,0.7602204446302363,1.1509779233100912,-1.1053732383179926,8,0,0,1,-1.5889027855111972,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,8,2011-08-05
0,1,0,0,0,0,0,0.9838313111019769,0.43224118343994655,-1.154028985266987,2.2299039943262615,9,1,0,0,0.09933702063917195,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,34,2011-09-02
0,1,1,0,1,0,0,0.6784467680422893,1.4248671593602265,-1.1604653276029202,0.5314124814023492,5,0,1,1,-1.5889027855111972,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,10,2011-05-20
0,1,1,0,1,1,0,0.6083496042438908,-1.1555259684150294,-1.235663996076376,0.10184522871595676,7,0,0,1,-1.5889027855111972,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,13,2010-07-09
0,1,1,1,0,0,0,1.4223461264919566,-1.394451258023849,0.754630397783908,1.5772465662115775,8,0,0,1,-1.5889027855111972,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,43,2010-08-13
0,1,1,0,0,1,0,0.795818763239607,-1.4444083640329664,1.0389342252187643,-1.1923942287332836,7,0,0,1,-0.15614172908408724,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,8,2010-07-02
0,1,1,1,0,1,0,0.6224777147769016,-0.6168580427515086,-1.2274459775325992,1.6033528633361644,4,0,1,1,-1.5889027855111972,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,33,2010-04-23
0,1,1,1,1,0,0,-0.37301068893368317,-0.38010480123004153,1.1977318139608661,-1.0056946492968406,12,0,1,0,-1.5889027855111972,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,6,2011-12-16
0,1,0,0,1,0,0,0.6784467680422893,1.0860276577331724,0.4410250807210397,0.6817214648469427,8,0,0,1,1.51334706313208,2.185455199306128,-1.2577473100500076,-1.1314799610755144,14,2012-08-24
0,1,1,0,1,0,0,-0.32682263526807226,0.9709091091034684,-1.1250005368902887,-0.21934133590775434,2,0,1,0,1.1740591056520229,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,10,2012-02-17
0,1,0,0,0,1,0,1.487009401623812,0.3192946828975952,1.0378766083007072,0.28063380902373697,9,1,0,0,-0.9030623327455057,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,36,2011-09-02
0,1,1,1,1,1,0,0.6806203235089059,0.08254144137612819,1.205781767749645,-0.49464410558522115,10,1,0,0,-1.5889027855111972,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,11,2011-10-28
0,1,1,1,1,0,0,0.9974160327683331,0.28888600967465494,1.12447591665078,-0.7098232818848507,9,1,0,0,1.67785305485415,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,6,2011-09-23
0,0,1,1,1,1,0,0.6474736026429967,1.1794257254893468,1.308368211807457,-0.9163003591429508,4,0,1,1,-1.0189520134186223,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,3,2012-04-20
0,1,1,1,0,0,0,0.5067358861795459,-1.3227736711412033,0.7607659945586002,1.8889399318808937,10,1,0,0,-0.44339251419776193,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,43,2010-10-22
1,0,0,0,0,0,0,-0.8517362804560769,0.877511041347293,-0.8684976398355246,0.06624573263697403,11,1,0,0,-1.5889027855111972,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,27,2011-11-04
1,0,0,0,0,0,0,-0.12794231007261683,-0.9361491115923857,-0.966235413011185,0.15722222261659757,10,1,0,0,1.0138297204001931,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,27,2010-10-08
0,0,0,1,0,0,0,0.49478133111315253,-1.587763537798258,0.955015326857349,0.2695584102436095,10,1,0,0,2.0886328202355777,1.3826953907494302,-1.2577473100500076,-1.1314799610755144,2,2010-10-01
1,0,0,0,0,1,0,-1.9999169556965057,-1.3401500558400266,0.3992231348630311,0.9427844360928166,3,0,1,1,-1.5889027855111972,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,7,2010-03-26
0,0,0,1,0,1,0,-1.0625711607179258,0.6494459921752377,-0.853369404604464,-0.25256753224813816,2,0,1,0,-0.10774128095407493,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,22,2012-02-03
0,0,1,0,0,0,0,1.3163852974943777,0.7059192424464128,-1.1580983656993364,-1.7232222702665603,7,0,0,1,1.7289831052480413,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,4,2011-07-29
0,0,1,1,1,1,1,-0.3768144110002629,-0.8492671880982693,1.0416561685253776,-0.20431043756329487,12,0,1,0,-0.890784717814819,-0.8563466755118858,-1.2577473100500076,-1.1314799610755144,3,2010-12-31
0,1,1,0,0,1,0,1.0762074184331993,-0.04995349195239912,1.3192743714163517,-1.9154595490930677,7,0,0,1,-0.2204591173326529,-0.04251654641659704,-1.2577473100500076,-1.1314799610755144,8,2012-07-20
0,0,0,1,0,0,0,0.3839300023156861,1.0425866959861143,1.210298707039549,-0.7367206789223041,4,0,1,1,1.345099634793028,2.0748262744002166,1.4828650313946974,-1.1314799610755144,2,2012-04-27
0,1,0,1,1,0,0,0.7501740984406499,-1.1685582569391475,-1.070678447047688,-1.9747920425580392,7,0,0,1,0.30994425147899596,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,23,2010-07-16
0,0,0,1,0,0,0,0.6268248257101354,-0.13031927118445658,1.100968377601169,-0.301615726845848,10,1,0,0,1.2434580788036915,1.3735021023523044,2.1660158749969987,1.5478359119037957,2,2011-10-14
0,1,0,1,1,1,0,-0.4740810181313739,-1.22285945912297,0.9694127078871098,0.012450938562067018,11,1,0,0,0.8827777287580989,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,1,2010-11-19
1,0,0,0,1,0,1,0.4893474424466103,1.03172645554935,-0.9753180518965923,1.614428262116292,9,1,0,0,-1.5889027855111972,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,29,2011-09-09
1,0,0,0,1,1,0,0.13940501232127392,1.229382831498464,1.0260207710778153,-0.681343685021664,3,0,1,1,-1.5889027855111972,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,25,2012-03-23
1,0,0,1,0,0,0,-0.864777613255779,-0.42571781106445244,-1.0616659099424228,0.19361281860844617,11,1,0,0,-1.5889027855111972,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,19,2010-11-19
0,1,1,0,1,0,1,-0.4686471294648313,0.10208987416230414,-1.1917535135622606,0.7291874596189202,2,0,1,0,1.8930162857317405,1.2121712299245253,-1.2577473100500076,-1.1314799610755144,10,2011-02-11
0,0,1,0,1,1,0,0.23341128625245927,1.0708233211217018,-0.9879418427146487,-0.04371715525143894,7,0,0,1,0.04254185705739549,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,26,2011-07-15
0,0,1,1,1,1,0,1.1691269146310765,0.25630528836436106,1.313079685659058,-0.9163003591429508,6,0,0,1,-0.9745038395293578,-0.735455201892646,-0.7271266227260516,-1.1314799610755144,3,2012-06-08
0,1,1,1,0,0,0,1.1924926358972088,0.47785419327435746,0.856394840152132,2.2299039943262615,8,0,0,1,-0.4956313084708799,-0.313460632012527,-1.2577473100500076,-1.1314799610755144,43,2011-08-19
1,0,0,1,0,1,0,1.1305463050986244,-1.2489240361712048,0.9350923968258711,0.29882910701966126,5,0,1,1,-1.5889027855111972,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,30,2010-05-28
1,0,0,1,0,0,0,-1.1946146553149084,1.492200650068166,-0.9436296631378748,0.09551642941302649,3,0,1,1,0.6228582236257194,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,19,2012-03-09
0,1,1,1,1,0,0,0.6230211036435553,1.2098343987122882,1.2562355443011723,-1.4700702981493492,4,0,1,1,0.5561512834385379,1.6873657218780114,-1.2577473100500076,-1.1314799610755144,6,2012-04-06
0,0,0,1,0,1,0,-1.1033253257169944,0.17159541295759728,-0.8659054608212803,-0.09197424993628223,12,0,1,0,-0.050026151194886764,0.0031362971633773513,-1.2577473100500076,-1.1314799610755144,22,2011-12-23
0,1,1,0,1,0,0,-0.9538933873870759,0.6733385211361199,-1.1404083562397678,0.04093053542525292,12,0,1,0,1.8074394424385647,1.8903145312987573,1.3145533333129154,-1.1314799610755144,10,2011-12-09
0,1,0,0,1,0,0,-1.5369496413070851,0.43224118343994655,0.39155716815936087,0.47603548750170904,1,0,1,0,1.0150050133161626,1.5321984331809615,2.2752094468509907,-1.1314799610755144,14,2012-01-20
0,1,1,1,1,0,0,1.3788750171596167,0.5647361167684739,1.091365591068437,-0.76520027578549,6,0,0,1,1.3654749750472108,0.6293408999536183,1.7835824226390062,-1.1314799610755144,6,2011-06-24
0,0,1,1,1,1,0,0.37251883611594644,-1.522602095177671,1.0509718173230689,-0.20431043756329487,10,1,0,0,-0.8722976201812155,-0.8144217428225988,-0.6078036534175787,-0.6127271230404854,3,2010-10-08
1,0,0,0,1,0,0,0.5898743827776461,0.5278112992834746,-0.9258945583041635,1.0424630251139693,6,0,0,1,-0.7774593505435142,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,29,2012-06-29
0,1,1,0,0,0,0,-0.649052233194042,-0.9252888711556214,-1.2354472944661017,-0.9392422566160731,5,0,1,1,-0.07312557070483265,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,17,2010-05-28
0,0,0,0,1,0,0,-1.2880775403794391,-0.7623852646041529,1.0487625889255987,-1.1124931375337888,1,0,1,0,-0.7636761539673342,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,9,2011-01-14
0,1,1,0,0,1,0,-0.939221887987411,-1.3596984886262025,1.0484199988487135,-1.0990444390150624,12,0,1,0,-0.16185691861590534,-0.10318275465700207,0.07614448158856134,-1.1314799610755144,8,2010-12-03
0,0,1,1,0,1,0,0.5197772189792484,1.4140069189234612,0.2999682009429256,0.5527721790497396,5,0,1,1,-0.3321037401138649,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,45,2011-05-27
1,0,0,0,0,0,1,0.556727661911737,-1.0795042853576773,-0.9664031922873113,0.12636932601481204,9,1,0,0,1.1527936941073804,1.061037772602642,-1.2577473100500076,-1.1314799610755144,27,2010-09-10
1,0,0,1,1,0,0,0.3410022818500001,1.1034040424319957,0.8726298846829791,-0.42344511342725566,6,0,0,1,-1.5889027855111972,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,20,2011-06-17
0,0,0,0,1,0,1,0.9544883123026479,-1.670301365117669,1.0503307372252155,-1.0919245397992656,9,1,0,0,-0.853432870812445,-0.6155623577723423,-1.2577473100500076,-1.1314799610755144,9,2010-09-10
1,0,0,1,0,0,0,-0.8082651711237371,-0.818858514875329,-1.087776483919035,0.2869626083266679,4,0,1,1,0.592711847141545,0.6922610096576384,-1.2577473100500076,-1.1314799610755144,19,2010-04-02
1,0,0,1,1,0,0,-1.2141766545144612,0.38880022169288836,0.9912473381788537,-0.681343685021664,1,0,1,0,1.7268146984076393,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,20,2012-01-13
1,0,0,1,0,0,0,-0.32247552433483795,1.9048897866652195,-1.0185663160169676,-0.1299470457538639,5,0,1,1,1.048928067704569,0.6638259876008564,0.8013886791086016,-1.1314799610755144,19,2011-05-13
0,1,1,1,1,0,0,1.4506023475579772,-1.394451258023849,1.0022833932460855,-0.6718504860672689,8,0,0,1,0.8890107003007637,1.392720771960782,0.7392849252678206,1.8418274653451243,6,2010-08-13
0,0,1,1,1,1,0,0.5529239398451576,0.5799404533799445,1.3560772453208905,-1.4146933042487098,10,1,0,0,-0.9545478144000522,-0.7180175828390474,-0.6857456443429125,-0.49607292833935396,3,2012-10-12
0,1,1,0,0,1,0,0.14809923418774174,-1.3227736711412033,1.0551882116585067,-1.0990444390150624,10,1,0,0,-0.05921107424385568,-0.04790729513497945,0.016265386006263715,0.17257803944054873,8,2010-10-22
0,1,1,0,1,1,0,0.2736220623848734,1.0295544074619962,-1.1084452853691977,-1.4692791982364835,5,0,1,1,1.4147850176591614,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,13,2012-05-18
1,0,0,0,0,1,0,-1.3625218151110712,0.716779482883178,0.5923709816571613,0.3431307021401739,3,0,1,1,-0.7624880168464445,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,7,2012-03-23
0,1,1,0,1,0,0,1.616335951887523,-0.6364064755376845,-1.2375968886420452,1.0891379199730795,8,0,0,1,2.3114180913074445,1.8095957282323705,1.9838980762803458,1.383288669136547,10,2010-08-20
0,0,1,0,0,1,0,-1.6135674715053343,0.5082628664972987,-0.9576940240626447,0.19994161791137574,1,0,1,0,-0.2192719595823882,0.24874321259827456,-1.2577473100500076,-1.1314799610755144,18,2012-01-27
0,1,0,1,0,1,0,0.858308482904846,0.3801120293434767,0.6142330487831332,0.03934833559952053,8,0,0,1,0.3113513341280074,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,32,2012-08-10
0,0,1,0,0,0,0,-0.9636743869868524,-1.029547179348561,-1.2191628029372348,-0.5500210994858612,12,0,1,0,1.6055698994323875,1.7355932132144218,-1.2577473100500076,-1.1314799610755144,4,2010-12-10
0,1,1,0,1,0,0,0.5507503843785403,0.7906291178531766,-1.1425915777692484,0.04093053542525292,10,1,0,0,1.595160458052092,2.2849644347917395,1.90422655791303,2.037662863986197,10,2011-10-14
1,0,0,0,0,1,0,-0.5827587914622238,1.0925438019952314,0.6007499228403885,0.21180811660437046,5,0,1,1,-0.5999033576278797,-0.614441669013721,-1.2577473100500076,-1.1314799610755144,7,2012-05-18
0,1,1,1,0,0,0,0.38827711324892,1.1794257254893468,0.9983046793601411,1.386591487210802,4,0,1,1,-0.5238030008353618,-0.36273392587441394,-0.19128424470607883,-1.1314799610755144,43,2012-04-20
1,0,0,1,1,1,0,1.5592801208888272,1.4509317364084604,-1.116350089869137,-0.5160038032326109,8,0,0,1,-1.5889027855111972,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,42,2012-08-17
0,0,1,0,0,1,1,-1.9472082356310436,-0.1715881848441621,-1.052827098303829,1.0353431258981725,2,0,1,0,-0.26340617293763396,-0.10206298967193408,0.3636252959525749,-1.1314799610755144,18,2011-02-11
0,0,1,0,0,0,0,1.0675131965667317,-1.568215105012082,-1.2362669788902565,-0.35620162083362156,7,0,0,1,2.107827745947079,1.6191859484372269,1.8311841872322971,-1.1314799610755144,4,2010-07-23
0,0,0,1,1,1,0,0.9093870363703452,0.8188657429887641,-0.8912270946478622,0.6817214648469427,7,0,0,1,-0.2822529885852847,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,35,2011-07-08
0,1,0,0,1,0,0,1.0425173087006356,-1.1424936798909124,0.21047423456908523,0.8518079461131938,6,0,0,1,1.283564477938002,1.0621463462982674,1.6304283492161606,2.322458771581738,14,2010-06-25
0,0,1,0,1,1,0,-0.5066843501306285,1.5465018522519896,-0.9329209391732616,-0.2636429310282663,4,0,1,1,0.051197341979552495,0.14488813743386153,-1.2577473100500076,-1.1314799610755144,26,2012-04-20
1,0,1,0,0,0,0,0.5746594945113271,-1.3987953541985554,0.4048120576023008,-0.7549159769182284,7,0,0,1,-1.5889027855111972,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,16,2010-07-30
0,1,0,0,1,1,0,0.4768494985135624,0.7232956271452361,-0.9258945583041635,0.25927411137634787,6,0,0,1,-0.5293355778837263,-0.45661538143412567,-1.2577473100500076,-1.1314799610755144,15,2012-06-29
1,0,0,1,1,1,0,-0.42408924239918283,-0.6516108121491552,-1.224026599055803,1.536900470655397,3,0,1,1,-0.6641235955214799,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,42,2010-03-12
0,1,0,0,0,1,0,0.4567441104473557,-1.2836768055688514,0.9053976536228998,0.5076794840163612,4,0,1,1,-1.0265252295789447,-0.7470358391722879,-1.2577473100500076,-1.1314799610755144,36,2010-04-09
0,0,1,0,1,1,0,0.3692585029160216,-1.3010531902676747,-1.0666132150605594,0.4926485856719017,9,1,0,0,-0.10603929536009508,0.15305226637330077,0.26111768664504664,-1.1314799610755144,26,2010-09-03
0,1,0,0,0,1,0,0.7300687103744424,0.6016609342534741,1.2256664101779022,-1.2612199211526507,10,1,0,0,-0.8615725324650058,-0.8634899740994489,-0.6192340379213155,-1.1314799610755144,36,2012-10-05
1,0,0,1,0,0,0,0.16657445565398638,1.7376420839390456,-1.0140713303094568,-0.1299470457538639,5,0,1,1,0.7056230048594289,1.0941436511907519,0.7733225867483281,0.8816014430121958,19,2011-05-27
1,0,0,1,1,0,0,0.4420726110476904,1.0860276577331724,1.0482931099201127,-0.4289828128173194,8,0,0,1,1.4800765104088773,1.733547902847941,-1.2577473100500076,-1.1314799610755144,20,2012-08-24
0,0,1,1,1,0,0,0.4018618349152762,-1.2033110263367939,0.9449724836460505,-1.0737292418033413,4,0,1,1,-1.031310803724405,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,5,2010-04-30
0,0,0,1,1,0,1,-1.8119044078341355,-1.0121707946497378,-1.2115943362697095,-0.16791984157144557,12,0,1,0,-1.1187095814302597,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,44,2010-12-31
0,1,0,0,1,0,0,-1.3717594258441934,-1.2597842766079692,0.20267806635315416,0.9253802380097595,2,0,1,0,2.0173965959568636,1.3154601833389614,1.1664749449161824,1.6920988321751536,14,2010-02-26
0,0,0,1,1,1,1,-1.6130240826386801,-0.20634095424180868,-0.9531162520543309,0.5749229766099946,2,0,1,0,-0.2599805753196401,-0.16146870132674332,-1.2577473100500076,-1.1314799610755144,35,2011-02-11
0,0,1,0,0,0,0,0.41272961224836135,-1.2554401804332638,-1.2354472944661017,0.058334733508311365,5,0,1,1,1.3787937572839875,2.092931539431699,1.7162872464766514,1.8883645700380838,4,2010-05-28
0,1,1,1,1,1,1,-0.8435854474562632,-0.67767538919739,1.0819689922934932,-0.21459473643055646,2,0,1,0,0.5154341102497582,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,11,2011-02-11
1,0,0,1,0,1,0,-0.2893288034689288,0.48002624136171107,1.1850976610313453,-0.6053980933865006,2,0,1,0,-0.8463886753422747,-1.393942389021271,-1.2577473100500076,-1.1314799610755144,30,2012-02-24
1,0,0,1,1,1,0,1.4815755129572699,0.8883712817840573,-1.1562242123403543,0.34392180205303974,8,0,0,1,-0.6442699226501324,-0.5216612152352621,-1.2577473100500076,-1.1314799610755144,42,2011-08-19
0,1,1,1,1,1,0,1.4131085157588341,0.7928011659405293,1.1431500875144964,-0.19639943843463217,6,0,0,1,0.689718411232855,0.5909351659072544,-1.2577473100500076,-1.1314799610755144,11,2011-06-03
1,0,0,1,0,1,1,-0.703391119859467,-0.8492671880982693,0.9481972632641056,0.2695584102436095,12,0,1,0,-0.906208071193544,-0.6935794412152942,-1.2577473100500076,-1.1314799610755144,30,2010-12-31
0,0,0,0,1,1,0,-0.8207631150567847,0.38228407743082937,1.1796775566084172,-0.6053980933865006,2,0,1,0,0.0609104669006099,-0.2377415034310094,-0.2968911561883934,-0.010165907864951397,21,2012-02-17
0,0,1,1,0,1,1,-1.2141766545144612,0.11946625886112743,0.382312338696813,0.5543543788754713,12,0,1,0,-0.2761395484246588,-0.2084895172449174,-1.2577473100500076,-1.1314799610755144,45,2011-12-30
0,0,1,0,1,0,0,0.09919423618885936,-1.4487524602076727,0.924448165367361,0.5788784761743266,3,0,1,1,-0.7499288890544187,-0.587925400346597,-1.2577473100500076,-1.1314799610755144,37,2010-03-12
0,0,0,0,0,1,0,-0.7631638951914341,-0.8123423706132701,-1.089774254773066,0.39850769604081404,3,0,1,1,0.6048578731928241,0.7787573045408992,0.7981975852856903,0.775302686782107,24,2010-03-19
