Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
28,15-07-2011,1197373.13,0,88.1,3.692,129.1338387,13.503
40,03-02-2012,979552.34,0,27.86,3.633,137.0632581,4.261
27,13-05-2011,1763545.32,0,60.07,4.211,138.4959286,7.725
2,26-11-2010,2658725.29,1,62.98,2.735,211.4062867,8.163
36,24-09-2010,419348.59,0,79.17,2.578,210.3664469,8.36
5,22-06-2012,325041.68,0,80.57,3.346,222.3900046,5.801
2,23-09-2011,1669299.78,0,75.58,3.467,216.0282356,7.852
27,09-03-2012,1607343.41,0,44.32,4.021,141.4742857,8.009
2,23-03-2012,1790439.16,0,64.01,3.787,220.9244858,7.057
25,09-04-2010,712647.97,0,61.36,2.869,203.8488134,7.856
9,22-10-2010,466322.76,0,69.99,2.725,215.4081762,6.56
14,15-04-2011,1974960.86,0,53.69,3.821,185.5339821,8.521
16,02-04-2010,490503.69,0,36.19,2.725,189.7048215,6.842
26,14-05-2010,972663.59,0,39.08,2.983,132.152129,8.512
21,25-06-2010,769848.75,0,87.01,2.653,210.9950134,8.2
44,18-02-2011,280785.76,0,40.85,3.062,127.99525,7.224
25,11-05-2012,739866.16,0,59.21,3.889,214.5319099,7.139
25,04-11-2011,718393.61,0,40.88,3.551,210.8364551,7.082
3,22-10-2010,348895.98,0,71.64,2.725,215.17839,7.564
5,05-03-2010,288855.71,0,48.89,2.625,211.9071653,6.566
22,02-09-2011,912762.76,0,69.16,3.784,140.196985,8.023
15,16-03-2012,570611.23,0,47.42,4.021,137.5843871,7.943
27,24-06-2011,1811455.15,0,72.02,3.964,139.1832917,7.725
41,24-02-2012,1224915.66,0,27.89,3.129,196.9499007,6.589
9,25-02-2011,513107.2,0,59.01,3.065,217.1095679,6.416
4,14-09-2012,2117854.6,0,68.2,3.706,130.9776667,4.077
41,23-03-2012,1215354.38,0,44.04,3.664,197.2295234,6.589
31,03-12-2010,1338716.37,0,50.43,2.708,211.265543,8.163
11,29-07-2011,1212938.67,0,89.46,3.682,218.8440545,7.567
21,10-08-2012,700272.01,0,89.57,3.494,221.5954138,6.565
10,01-10-2010,1645892.97,0,86.01,3.001,126.2346,9.003
33,27-04-2012,249798.75,0,83.07,4.088,131.1266667,7.396
26,23-09-2011,923644.6,0,50.72,3.758,136.367,7.767
12,29-07-2011,890547.07,0,93.29,3.805,129.1677097,13.503
21,29-07-2011,751167.12,0,91.56,3.682,215.1363819,7.852
25,16-12-2011,997502.47,0,33.09,3.413,212.0685039,7.082
35,20-04-2012,794660.24,0,62.62,4.027,141.9015262,8.876
12,21-10-2011,938604.58,0,73.05,3.842,129.7821613,12.89
6,02-07-2010,1759777.25,0,80.34,2.669,212.746898,6.973
29,24-12-2010,1130926.79,0,29.76,3.15,132.7477419,10.524
33,12-02-2010,294882.83,1,55.47,2.828,126.4962581,10.115
45,05-10-2012,733455.07,0,64.89,3.985,192.1704115,8.667
20,19-11-2010,2105058.91,0,45.88,3.0,205.0992811,7.484
42,30-12-2011,454412.28,1,48.92,3.428,130.0710323,7.874
32,13-07-2012,1141184.66,0,71.57,3.613,197.8788621,7.872
27,02-07-2010,2024554.1,0,76.25,2.958,136.3722893,7.982
16,30-04-2010,383550.93,0,37.75,2.766,189.575127,6.842
5,03-02-2012,333948.0,0,57.35,3.36,220.7561941,5.943
1,02-04-2010,1594968.28,0,62.27,2.719,210.8204499,7.808
43,01-04-2011,611585.54,0,67.79,3.524,206.6733111,10.581
5,19-08-2011,303643.84,0,89.35,3.554,216.2311855,6.529
27,26-02-2010,1390934.27,0,36.0,2.91,135.5195191,8.237
14,12-02-2010,1704218.84,1,27.73,2.773,181.982317,8.992
2,16-09-2011,1691439.52,0,78.85,3.526,215.6944378,7.852
26,31-12-2010,877268.29,1,18.73,3.177,132.8150323,8.149
40,01-07-2011,1048866.3,0,65.25,3.815,135.4468,4.584
28,19-08-2011,1200019.74,0,91.74,3.743,129.2405806,13.503
9,09-04-2010,529384.31,0,64.95,2.77,214.1399135,6.384
5,03-06-2011,329183.92,0,83.81,3.699,215.8384319,6.489
42,10-09-2010,589091.04,1,84.04,2.961,126.1145806,9.199
12,29-10-2010,955294.7,0,61.09,3.016,126.4364194,14.313
11,17-06-2011,1337506.74,0,87.9,3.637,218.3551748,7.574
9,22-06-2012,562173.12,0,81.05,3.346,225.5495841,5.539
19,11-11-2011,1502078.93,0,48.22,3.719,136.4618065,7.866
27,22-07-2011,1754879.45,0,82.28,3.972,139.7969712,7.85
44,26-02-2010,273079.07,0,29.98,2.667,126.5522857,8.119
3,22-04-2011,391860.04,0,76.91,3.807,218.851237,7.574
40,30-09-2011,912857.1,0,63.45,3.684,136.4195,4.584
19,22-06-2012,1468350.36,0,75.83,3.722,138.1629,8.15
6,11-11-2011,1536176.54,0,61.33,3.297,219.5631135,6.551
2,12-02-2010,2137809.5,1,38.49,2.548,210.8979935,8.324
21,13-05-2011,754236.7,0,75.04,3.899,215.6124735,7.931
12,24-08-2012,1048101.39,0,85.32,4.055,130.8381613,10.926
12,26-03-2010,981615.81,0,60.06,3.083,126.6050645,13.975
15,13-08-2010,622437.08,0,72.17,2.923,132.63,8.099
26,17-06-2011,981646.46,0,54.5,3.873,135.0837333,7.818
23,04-05-2012,1317379.68,0,45.88,3.991,138.0332,4.125
26,13-05-2011,941008.85,0,48.2,4.095,134.593,7.818
9,22-07-2011,491449.94,0,89.08,3.651,219.0187895,6.404
44,26-10-2012,361067.07,0,46.97,3.755,131.1930968,5.217
41,07-10-2011,1277882.77,0,58.74,3.498,194.9459724,6.759
29,21-09-2012,489079.23,0,63.38,4.056,138.6534,9.419
26,05-02-2010,1034119.21,0,9.55,2.788,131.5279032,8.488
30,25-05-2012,449355.91,0,79.49,3.561,221.3828029,6.891
19,06-08-2010,1492060.89,0,74.2,2.942,132.6141935,8.099
4,19-08-2011,2232892.1,0,82.77,3.55,129.2405806,5.644
16,19-08-2011,554630.42,0,68.83,3.499,194.2500634,6.338
43,03-06-2011,630972.15,0,83.49,3.699,207.1039009,10.581
8,13-07-2012,890488.01,0,78.46,3.256,225.4831143,5.401
3,19-03-2010,375328.59,0,60.42,2.72,214.5301219,7.368
8,23-09-2011,806444.29,0,68.72,3.467,219.788581,6.425
11,22-06-2012,1355680.3,0,83.26,3.346,225.3068615,6.664
2,27-07-2012,1757923.88,0,86.37,3.407,221.5785461,6.565
40,13-01-2012,780607.52,0,25.9,3.523,136.753,4.261
41,02-03-2012,1239813.26,0,27.39,3.191,196.9565303,6.589
4,14-01-2011,1865502.46,0,31.6,2.992,127.3009355,6.51
5,24-09-2010,293131.58,0,78.53,2.624,212.1519404,6.496
21,04-03-2011,796277.72,0,59.52,3.288,213.4775305,8.028
22,24-06-2011,1012584.2,0,68.53,3.851,139.1832917,8.252
16,11-05-2012,479855.0,0,53.57,3.87,197.5481609,6.169
28,17-09-2010,1159812.35,0,82.45,3.028,126.1454667,14.18
41,13-04-2012,1323004.73,0,46.84,3.901,197.780931,6.547
1,17-06-2011,1532114.86,0,86.41,3.637,214.9980596,7.682
33,13-04-2012,312698.67,0,73.17,4.254,131.108,7.396
8,25-11-2011,1235163.86,1,49.61,3.236,221.9491571,6.123
39,17-09-2010,1252915.43,0,81.83,2.582,210.2924504,8.36
20,15-10-2010,1950676.39,0,59.17,2.868,205.0137637,7.484
40,30-12-2011,908853.15,1,18.75,3.402,136.6432581,4.42
10,26-03-2010,1893532.46,0,60.05,2.98,126.6050645,9.765
6,08-04-2011,1534594.0,0,70.35,3.622,216.6244334,6.855
28,10-06-2011,1339972.83,0,78.72,3.981,129.0357097,13.736
23,11-06-2010,1439432.06,0,58.35,2.83,132.4357419,5.435
6,08-07-2011,1709373.62,0,88.36,3.48,216.8200275,6.925
31,23-09-2011,1347607.74,0,75.68,3.467,216.0282356,7.852
7,26-02-2010,496083.24,0,24.91,2.586,189.6018023,9.014
17,23-07-2010,893504.87,0,69.66,2.797,126.1283548,6.697
17,30-12-2011,777207.3,1,26.73,3.119,130.0710323,6.617
13,04-11-2011,2036317.54,0,43.51,3.538,129.8051935,6.392
41,29-04-2011,1178841.05,0,39.81,3.663,192.6243322,6.934
38,18-06-2010,335691.85,0,81.06,3.043,126.114,14.099
15,02-03-2012,541292.64,0,33.24,3.983,137.4238966,7.943
7,20-05-2011,424670.98,0,36.16,3.828,192.831317,8.595
24,11-03-2011,1253218.7,0,39.51,3.752,133.7361429,8.252
5,10-06-2011,304984.14,0,83.61,3.648,215.6064555,6.489
33,10-12-2010,253050.1,0,60.72,3.091,126.7934,9.265
24,28-05-2010,1473868.15,0,69.59,3.046,132.2939355,8.211
30,09-03-2012,446617.89,0,57.16,3.669,220.6974332,7.057
20,30-03-2012,2074721.74,0,51.52,3.953,214.1647079,6.961
35,16-07-2010,1124414.87,0,78.26,2.783,136.4179827,8.861
19,05-03-2010,1495844.57,0,32.92,2.919,131.735,8.35
13,07-10-2011,2067232.56,0,60.62,3.592,129.6938,6.392
39,24-08-2012,1724669.75,0,80.49,3.62,220.8526787,6.623
14,20-05-2011,1959967.8,0,62.28,4.062,185.9661154,8.521
11,02-04-2010,1446210.26,0,66.16,2.719,214.1180803,7.343
13,03-02-2012,1927780.74,0,31.39,3.077,130.3496774,6.104
23,18-03-2011,1203682.62,0,37.28,3.634,133.8492258,5.114
39,23-09-2011,1338657.95,0,78.75,3.467,215.1233185,8.177
9,21-09-2012,533756.88,0,69.92,3.721,226.5599138,5.277
39,02-09-2011,1465089.85,0,88.65,3.533,214.5516896,8.177
5,08-10-2010,290494.85,0,64.99,2.633,212.3019522,6.768
27,25-05-2012,1818906.73,0,64.77,3.979,142.1032776,8.253
35,05-03-2010,1162610.27,0,38.07,2.777,135.5732602,9.262
17,03-02-2012,864852.85,0,26.26,3.077,130.3496774,6.403
15,03-12-2010,754134.95,0,36.0,3.2,132.7566667,8.067
29,22-10-2010,505221.17,0,50.24,2.919,132.8170968,10.524
31,14-01-2011,1350730.31,0,34.14,2.983,211.1176713,8.028
19,14-10-2011,1318905.53,0,61.86,3.744,136.5150968,7.866
44,13-08-2010,291028.09,0,74.93,2.837,126.064,7.804
20,27-01-2012,1761016.51,0,37.19,3.567,212.9286312,6.961
8,13-04-2012,909989.45,0,65.19,3.891,225.0625714,5.679
22,10-12-2010,1367202.84,0,28.43,3.132,136.5255714,8.572
9,19-08-2011,540819.44,0,85.8,3.554,219.2556109,6.404
3,08-04-2011,384075.31,0,72.55,3.622,218.4553663,7.574
18,20-07-2012,1033543.56,0,77.43,3.61,138.2331935,8.535
22,31-12-2010,774262.28,1,28.49,3.177,136.665265,8.572
44,01-07-2011,315273.08,0,74.29,3.613,129.0894,6.56
38,14-01-2011,356138.79,0,43.15,3.312,127.3009355,14.021
44,09-04-2010,257361.3,0,38.97,2.877,126.6019032,7.972
21,25-02-2011,768313.85,0,61.27,3.065,213.190421,8.028
29,06-08-2010,519787.93,0,74.37,2.792,132.6141935,10.409
36,11-02-2011,401501.2,1,41.16,3.009,211.6985093,8.395
38,29-06-2012,404634.36,0,90.47,3.875,130.7562667,11.627
21,08-10-2010,680579.49,0,65.76,2.633,211.4044906,8.163
11,06-08-2010,1369634.92,0,86.54,2.627,214.8341952,7.346
28,24-02-2012,1323487.91,0,53.13,3.95,130.5502069,12.187
35,30-03-2012,744525.69,0,49.4,3.953,141.6990864,8.744
6,26-11-2010,2267452.4,1,65.79,2.735,213.2672961,7.007
12,08-07-2011,943717.38,0,89.9,3.705,129.1125,13.503
9,04-03-2011,542016.18,0,60.67,3.288,217.4036503,6.416
16,11-03-2011,457504.35,0,29.36,3.372,192.058484,6.614
45,11-02-2011,766456.0,1,30.3,3.239,183.7016129,8.549
31,27-07-2012,1303732.36,0,88.09,3.407,221.5785461,6.565
32,31-12-2010,955463.84,1,27.7,2.829,191.2557002,9.137
4,28-09-2012,2027620.23,0,71.74,3.666,131.043,4.077
20,02-12-2011,2298776.83,0,46.32,3.452,211.6394306,7.082
38,05-03-2010,372239.89,0,53.77,2.987,126.5782857,13.975
36,19-11-2010,411615.71,0,56.73,2.741,210.65429,8.476
11,01-07-2011,1297472.06,0,86.43,3.524,218.5467052,7.567
37,06-04-2012,564848.78,0,73.95,3.891,220.1204125,6.989
29,16-09-2011,474129.35,0,68.08,3.809,136.3145,9.863
41,03-09-2010,1223355.5,0,64.13,2.773,190.3621607,7.335
24,16-03-2012,1239299.12,0,48.68,4.021,137.5843871,8.659
42,16-09-2011,576837.09,0,77.49,3.784,129.4306,8.257
7,04-11-2011,564536.01,0,23.41,3.527,195.4847959,8.513
17,28-01-2011,736335.69,0,22.16,2.96,127.5800323,6.866
41,08-04-2011,1206252.12,0,42.87,3.532,192.3418571,6.934
22,07-10-2011,993436.67,0,56.44,3.633,140.43475,7.706
23,05-11-2010,1203119.96,0,36.6,2.938,132.9245806,5.287
41,21-01-2011,1088025.8,0,32.7,2.973,191.5731924,7.241
39,05-10-2012,1574408.67,0,72.05,3.617,221.8533396,6.228
7,17-09-2010,489408.53,0,48.56,2.8,190.4688287,9.017
41,01-04-2011,1179125.48,0,38.16,3.461,192.2691707,6.934
14,07-01-2011,1864746.1,0,34.32,3.193,182.5983058,8.549
37,24-09-2010,494265.48,0,79.17,2.624,210.3664469,8.36
23,27-07-2012,1322932.36,0,69.31,3.701,138.2033871,4.156
45,17-09-2010,716987.58,0,66.55,2.706,182.622509,8.743
23,12-03-2010,1408082.96,0,36.07,2.805,131.784,5.892
42,06-01-2012,636372.37,0,59.85,3.443,130.1575161,7.545
2,15-04-2011,1856467.84,0,69.48,3.743,214.9420631,7.931
6,20-07-2012,1574361.97,0,81.57,3.311,223.5424501,5.668
26,29-04-2011,873450.29,0,47.17,3.988,134.4357333,7.818
45,02-12-2011,875699.81,0,50.19,3.452,188.5024346,8.523
2,13-07-2012,1830075.13,0,80.17,3.256,221.5616784,6.565
40,15-10-2010,917883.17,0,44.56,2.878,132.7633548,5.287
23,06-05-2011,1359921.13,0,50.07,4.078,134.5143667,4.781
32,23-12-2011,1959526.96,0,25.97,3.173,196.1713893,8.513
10,12-10-2012,1713889.11,0,76.03,4.468,131.1083333,6.943
21,09-09-2011,653989.65,1,78.87,3.546,215.5148295,7.852
37,04-11-2011,555925.6,0,58.97,3.332,216.5634344,7.716
21,14-05-2010,723559.88,0,73.08,2.854,209.9984585,8.2
1,23-09-2011,1380020.27,0,75.8,3.467,216.3758246,7.962
33,13-01-2012,279447.22,0,54.61,3.477,130.244,7.603
30,01-04-2011,437926.79,0,56.36,3.524,214.4886908,7.931
15,05-03-2010,605325.43,0,31.79,2.919,131.735,8.35
5,26-03-2010,273282.97,0,52.47,2.732,211.5718925,6.566
40,23-09-2011,876583.98,0,54.09,3.758,136.367,4.584
30,21-09-2012,443891.64,0,71.54,3.721,222.4169362,6.565
33,29-04-2011,248561.86,0,77.44,4.151,128.9998667,8.687
12,18-06-2010,956211.2,0,81.06,3.043,126.114,14.099
39,26-08-2011,1573898.63,0,86.49,3.523,214.4878416,8.177
34,08-07-2011,926934.57,0,80.84,3.469,129.1125,10.641
25,01-04-2011,618377.79,0,28.5,3.638,207.8823043,7.287
5,03-12-2010,344490.88,0,51.31,2.708,212.1613951,6.768
32,06-07-2012,1214183.97,0,78.68,3.646,197.8322195,7.872
5,11-11-2011,311906.7,0,60.71,3.297,218.5699621,6.3
24,09-09-2011,1527455.19,1,68.32,3.93,136.2745806,8.358
43,16-12-2011,665007.08,0,43.78,3.159,210.7365392,10.148
45,02-09-2011,726482.39,0,70.63,3.703,186.6189274,8.625
26,16-09-2011,951569.84,0,55.19,3.809,136.3145,7.767
13,08-10-2010,1871924.07,0,63.03,2.841,126.2791667,7.795
3,26-11-2010,565567.84,1,68.71,2.735,215.0614025,7.564
9,20-04-2012,542819.03,0,68.04,3.877,225.3117488,5.539
36,07-09-2012,293728.57,1,84.19,3.697,221.1181142,6.623
4,12-02-2010,2188307.39,1,28.84,2.573,126.4962581,8.623
42,26-11-2010,522296.71,1,55.33,3.162,126.6692667,9.003
16,12-08-2011,563884.47,0,67.09,3.542,194.1105017,6.338
34,06-04-2012,1091020.37,0,54.42,3.864,131.0375484,9.575
43,22-07-2011,597354.39,0,88.58,3.651,207.2538111,10.641
13,16-07-2010,1932231.05,0,77.79,2.791,126.1498065,7.951
25,25-05-2012,783371.02,0,67.69,3.798,214.5499425,7.139
12,14-05-2010,966054.97,0,68.44,3.145,126.2085484,14.099
45,31-12-2010,679156.2,1,29.67,3.179,182.5714479,8.724
27,24-09-2010,1597002.71,0,67.08,2.837,136.6317821,7.982
11,20-05-2011,1239466.97,0,76.97,3.907,219.127216,7.574
30,11-02-2011,470921.24,1,34.61,3.022,212.5928624,8.028
7,09-09-2011,613135.23,1,45.61,3.566,194.6387853,8.622
31,10-02-2012,1527688.58,1,46.52,3.409,219.9049073,7.057
20,22-06-2012,2060588.69,0,76.51,3.564,214.606,7.139
26,26-11-2010,1286833.62,1,28.11,3.07,132.8369333,8.149
28,24-08-2012,1199309.59,0,85.32,4.055,130.8381613,10.926
17,09-12-2011,976522.93,0,17.56,3.341,129.8555333,6.617
39,09-04-2010,1327035.27,0,68.15,2.77,209.400638,8.464
27,30-03-2012,1615494.14,0,49.4,4.098,141.6990864,8.009
32,06-05-2011,1181793.55,0,46.65,3.735,192.7252006,8.595
24,01-10-2010,1215273.2,0,66.88,2.84,132.7568,8.275
15,09-03-2012,545120.67,0,36.97,4.021,137.5066897,7.943
31,23-07-2010,1276031.84,0,87.17,2.608,210.8921319,8.099
16,19-11-2010,458634.68,0,27.26,2.758,191.0312172,6.986
3,24-06-2011,385520.71,0,84.94,3.594,218.45094,7.574
39,09-07-2010,1330473.47,0,81.1,2.642,209.8708867,8.36
26,27-07-2012,1031745.14,0,64.12,3.701,138.2033871,7.405
6,26-08-2011,1420405.41,0,90.07,3.523,217.2706543,6.925
38,05-11-2010,380870.09,0,65.49,3.129,126.4912903,14.313
9,06-04-2012,677885.99,0,68.83,3.891,225.1820555,5.539
44,18-03-2011,281699.68,0,44.69,3.407,128.5121935,7.224
32,20-01-2012,1080012.04,0,36.86,3.055,196.7796652,8.256
15,09-04-2010,634605.77,0,57.77,2.992,131.9408065,8.185
5,17-02-2012,356427.98,0,48.25,3.51,221.0106341,5.943
8,22-04-2011,937473.13,0,65.11,3.807,218.8986857,6.297
40,22-04-2011,965056.4,0,39.32,3.919,134.3571,4.781
21,02-03-2012,764385.4,0,59.3,3.63,220.4866886,7.057
16,21-09-2012,509942.56,0,56.48,3.765,198.358523,6.061
26,11-05-2012,1062548.73,0,47.11,3.947,138.0882667,7.489
10,19-02-2010,2113432.58,0,58.22,2.915,126.5262857,9.765
19,20-07-2012,1317672.92,0,76.17,3.732,138.2331935,8.193
41,21-09-2012,1276609.36,0,59.81,3.765,198.358523,6.432
10,12-08-2011,1917397.63,0,85.61,3.794,129.2015806,8.257
15,01-10-2010,566945.95,0,59.69,2.84,132.7568,8.067
20,09-03-2012,2139265.4,0,41.14,3.848,213.8711137,6.961
6,13-01-2012,1344243.17,0,48.33,3.261,221.4893412,6.132
39,27-01-2012,1320301.61,0,60.65,3.29,218.7687195,7.244
26,19-11-2010,901972.7,0,36.73,3.03,132.9172,8.149
11,30-07-2010,1250178.89,0,83.26,2.64,214.695346,7.346
11,01-04-2011,1258674.12,0,69.1,3.524,218.2114184,7.574
44,23-03-2012,296947.06,0,47.83,3.671,130.8966452,5.774
10,26-10-2012,1744349.05,0,70.5,4.301,131.1930968,6.943
33,18-03-2011,247234.47,0,72.72,3.892,128.5121935,8.951
19,17-09-2010,1386789.31,0,58.68,2.846,132.7670667,8.099
42,02-07-2010,507168.8,0,92.89,2.978,126.1392,9.199
32,24-09-2010,1067432.1,0,64.19,2.793,190.5713264,9.017
42,24-02-2012,564304.15,0,56.02,3.95,130.5502069,7.545
12,07-01-2011,910110.24,0,37.64,3.287,127.1917742,14.021
36,21-01-2011,399191.05,0,51.18,2.98,210.6031072,8.395
18,26-08-2011,1147906.46,0,70.32,3.796,136.2136129,8.89
6,17-06-2011,1622150.33,0,87.08,3.637,216.5371616,6.855
17,03-12-2010,926573.81,0,22.47,2.812,126.7313333,6.885
45,18-05-2012,800842.28,0,66.3,3.848,190.9964479,8.567
44,21-10-2011,305969.81,0,54.66,3.579,129.7821613,6.078
35,06-07-2012,985479.64,0,82.08,3.475,142.2234298,8.839
36,04-03-2011,402579.84,0,64.55,3.282,212.576205,8.395
30,13-01-2012,447023.91,0,45.0,3.261,219.5328198,7.057
7,09-03-2012,579166.5,0,30.1,3.286,196.9631599,8.256
29,15-04-2011,518245.97,0,48.88,3.823,134.2784667,9.966
29,13-04-2012,520493.83,0,49.89,4.025,137.868,9.14
45,14-01-2011,654018.95,0,24.78,3.205,182.6585782,8.549
31,08-10-2010,1300131.68,0,65.76,2.633,211.4044906,8.163
27,24-12-2010,3078162.08,0,31.34,3.309,136.597273,8.021
11,13-08-2010,1384339.1,0,87.73,2.692,214.9730444,7.346
27,14-05-2010,1842465.78,0,53.82,3.112,136.010394,8.058
30,07-05-2010,457883.94,0,70.87,2.835,210.0011018,8.2
37,08-06-2012,528940.78,0,81.5,3.452,220.4357073,6.989
17,18-06-2010,877996.27,0,54.94,2.819,126.114,6.635
44,04-06-2010,282351.82,0,59.85,2.871,126.1360645,7.972
20,10-02-2012,2462978.28,1,33.47,3.64,213.1186138,6.961
14,02-03-2012,1926004.99,0,41.55,3.816,190.1714927,8.424
1,26-03-2010,1404429.92,0,51.45,2.732,211.0180424,8.106
13,23-12-2011,3556766.03,0,24.76,3.186,129.9845484,6.392
9,24-08-2012,572887.78,0,77.9,3.62,225.9364729,5.277
6,13-05-2011,1453185.65,0,76.95,3.899,217.5247882,6.855
7,30-07-2010,603547.16,0,66.07,2.69,189.9368504,9.017
19,01-10-2010,1379456.3,0,59.91,2.84,132.7568,8.067
37,23-04-2010,527019.78,0,68.03,2.795,209.2199574,8.464
15,20-05-2011,593941.9,0,57.19,4.202,134.6803871,7.658
40,03-06-2011,1075687.74,0,66.16,3.973,134.8551613,4.781
5,05-02-2010,317173.1,0,39.7,2.572,211.6539716,6.566
44,29-06-2012,338386.08,0,82.0,3.681,130.7562667,5.621
3,16-09-2011,375629.51,0,83.63,3.526,219.3972867,7.567
17,01-07-2011,940554.34,0,67.39,3.613,129.0894,6.745
9,13-08-2010,481897.98,0,86.85,2.692,215.2039756,6.442
38,15-10-2010,337743.26,0,75.0,2.976,126.3266774,14.313
6,29-06-2012,1648863.46,0,87.35,3.286,223.4506878,5.964
40,07-05-2010,1009797.06,0,60.05,2.981,132.1062,5.435
11,12-02-2010,1574684.08,1,48.01,2.548,214.5747916,7.368
25,26-02-2010,628516.57,0,29.16,2.754,204.4630869,8.187
35,21-09-2012,772302.94,0,66.1,4.038,142.6798167,8.839
32,20-08-2010,1189887.86,0,71.46,2.732,190.2948237,9.017
4,04-05-2012,2196968.33,0,80.14,3.747,131.136,4.308
44,27-05-2011,308442.49,0,54.62,3.778,129.0623548,6.906
25,05-11-2010,696314.53,0,38.8,2.917,205.160837,7.484
8,03-06-2011,929222.16,0,82.05,3.699,218.6921051,6.297
7,30-03-2012,583322.2,0,44.99,3.75,197.4133259,8.256
9,15-04-2011,528420.28,0,71.9,3.743,218.9134935,6.38
21,13-04-2012,769319.04,0,69.03,3.891,221.1484028,6.891
37,08-10-2010,524483.65,0,66.34,2.633,210.5144398,8.476
28,25-02-2011,1311796.91,0,48.45,3.53,128.13,14.021
33,05-02-2010,274593.43,0,58.4,2.962,126.4420645,10.115
13,12-08-2011,1970341.38,0,75.95,3.606,129.2015806,6.877
35,22-04-2011,841778.34,0,50.02,3.892,138.2475036,8.512
16,01-10-2010,463977.54,0,59.39,2.759,190.6738241,6.986
22,14-10-2011,944337.32,0,62.63,3.583,140.4784194,7.706
3,13-08-2010,339597.38,0,86.74,2.692,214.9730444,7.346
22,31-08-2012,1022270.86,0,71.93,3.884,142.4054482,7.753
7,21-05-2010,395195.65,0,46.6,2.776,189.467827,8.963
16,10-09-2010,537518.57,1,57.24,2.78,190.3958293,6.868
25,19-03-2010,659795.84,0,45.0,2.844,204.3782258,8.187
20,06-08-2010,1910177.38,0,74.57,2.784,204.7293252,7.527
11,04-03-2011,1399456.99,0,66.5,3.288,217.1716979,7.551
27,31-08-2012,1731935.43,0,75.0,4.026,142.4054482,8.239
37,06-05-2011,547513.3,0,69.56,3.906,214.5240376,8.3
41,19-10-2012,1326197.24,0,49.56,3.75,199.1481963,6.195
38,09-04-2010,341630.46,0,59.25,3.09,126.6019032,14.099
13,17-09-2010,1790279.74,0,66.84,2.875,126.1454667,7.951
